                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 4.6465,                 6.3686,                 4.7024,                   2.28,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 5.2499,                 8.4085,                  5.149,                 2.6772,                      0,                      0,                      0
                      2,                 4.6698,                 7.4123,                 4.8937,                 2.3714,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 5.1517,                 8.0634,                 5.0478,                 2.5798,             1.6505e-05,             1.6505e-05,             1.6505e-05
                      3,                 4.2311,                 7.1824,                 4.8296,                 2.1314,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 4.9823,                 7.3467,                 4.8481,                 2.3764,              3.268e-05,              3.268e-05,              3.268e-05
                      4,                 4.1326,                 6.0399,                 4.4128,                  1.778,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 4.7371,                 6.5334,                 4.6594,                 2.1639,             4.8525e-05,             4.8525e-05,             4.8525e-05
                      5,                  4.623,                 6.6362,                 4.6693,                 1.8218,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 4.4514,                 5.7002,                 4.4897,                 1.8866,             6.4039e-05,             6.4039e-05,             6.4039e-05
                      6,                 3.5599,                 5.5327,                 4.2061,                 1.4112,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 4.1578,                 4.9531,                 4.3204,                 1.6268,             7.9224e-05,             7.9224e-05,             7.9224e-05
                      7,                 3.3772,                 4.6438,                  3.928,                 1.2279,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 3.7559,                 4.7416,                 4.1797,                 1.3726,             9.4079e-05,             9.4079e-05,             9.4079e-05
                      8,                 3.3344,                 4.6507,                 3.7774,                 1.1562,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 3.3014,                 4.6302,                 4.0809,                 1.1885,              0.0001086,              0.0001086,              0.0001086
                      9,                 3.1134,                 4.3333,                 3.6264,                 1.0622,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.9699,                 4.5255,                 4.0232,                 1.0682,              0.0001228,              0.0001228,              0.0001228
                     10,                 3.3399,                 4.3969,                 3.4617,                 1.0381,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8489,                 4.3987,                 3.9799,                0.99035,             0.00013666,             0.00013666,             0.00013666
                     11,                 3.2993,                 4.4737,                 3.2685,                 1.0239,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8524,                 4.3569,                 3.9256,                 0.9474,              0.0001502,              0.0001502,              0.0001502
                     12,                 3.4842,                 4.6759,                 3.0492,                 1.0173,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.9347,                 4.3152,                 3.8521,                0.93886,              0.0001634,              0.0001634,              0.0001634
                     13,                  3.315,                  4.284,                 2.7436,                0.98875,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.9783,                 4.2698,                 3.8169,                0.94094,             0.00017628,             0.00017628,             0.00017628
                     14,                 3.1519,                 3.8826,                 2.4229,                0.98284,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.9361,                 4.2634,                 3.7622,                0.94142,             0.00018882,             0.00018882,             0.00018882
                     15,                 3.1081,                 4.4201,                 2.2225,                0.96289,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8542,                 4.3062,                 3.7021,                0.93912,             0.00020103,             0.00020103,             0.00020103
                     16,                 2.8357,                 3.7811,                  1.909,                0.94653,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.7764,                 4.2282,                  3.621,                0.93115,             0.00021292,             0.00021292,             0.00021292
                     17,                  2.729,                 3.8169,                 1.6032,                0.92128,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.7097,                 4.1537,                 3.5187,                0.92436,             0.00022447,             0.00022447,             0.00022447
                     18,                 2.9542,                 4.2345,                 1.5663,                0.93369,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.7097,                 4.1537,                 3.5187,                0.92436,              0.0002357,              0.0002357,              0.0002357
                     19,                 2.7372,                 3.8528,                 1.5083,                0.91959,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                  2.619,                 4.0793,                  3.379,                0.91102,             0.00024659,             0.00024659,             0.00024659
                     20,                  2.715,                 3.6866,                 1.4287,                 0.9232,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                  2.619,                 4.0793,                  3.379,                0.91102,             0.00025715,             0.00025715,             0.00025715
                     21,                 2.5053,                  3.607,                  1.368,                 0.9044,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.5813,                 3.9962,                 3.2134,                0.91208,             0.00026739,             0.00026739,             0.00026739
                     22,                 2.6302,                 3.6729,                   1.33,                0.92843,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.5813,                 3.9962,                 3.2134,                0.91208,             0.00027729,             0.00027729,             0.00027729
                     23,                 2.5337,                 3.4493,                 1.2627,                0.92899,                0.03205,                0.03322,                0.01656,                 0.0082,                0.02564,                0.02658,                0.01316,                0.00556,                 2.6963,                 3.8824,                 3.0336,                0.93513,             0.00028686,             0.00028686,             0.00028686
                     24,                 2.6659,                  3.588,                  1.324,                0.93686,                0.03205,                0.03322,                0.01656,                 0.0082,                0.02564,                0.02658,                0.01316,                0.00556,                 2.6963,                 3.8824,                 3.0336,                0.93513,             0.00029611,             0.00029611,             0.00029611
                     25,                 2.6321,                 3.5154,                 1.2788,                0.92431,                0.11299,                0.13289,                0.13179,                0.04755,                 0.0791,                0.09302,                0.08372,                0.03551,                 2.6898,                 3.8391,                 2.8622,                0.92693,             0.00030502,             0.00030502,             0.00030502
                     26,                 2.5267,                 3.5027,                 1.2634,                0.91425,                0.11299,                0.13289,                0.13179,                0.04755,                 0.0791,                0.09302,                0.08372,                0.03551,                 2.6898,                 3.8391,                 2.8622,                0.92693,              0.0003136,              0.0003136,              0.0003136
                     27,                 2.7278,                 3.7792,                  1.264,                 0.9293,                0.20698,                0.29568,                0.26268,                0.10786,                 0.1814,                0.25914,                0.19349,                0.07164,                 2.5244,                 3.7971,                 2.6921,                0.89702,             0.00032186,             0.00032186,             0.00032186
                     28,                 2.5011,                 3.3777,                 1.2326,                0.90784,                0.20698,                0.29568,                0.26268,                0.10786,                 0.1814,                0.25914,                0.19349,                0.07164,                 2.5244,                 3.7971,                 2.6921,                0.89702,             0.00032978,             0.00032978,             0.00032978
                     29,                 2.6114,                 3.6159,                 1.3376,                0.90464,                0.25577,                0.40532,                0.33615,                0.13194,                0.18868,                  0.299,                0.20756,                0.06887,                 2.4552,                 3.7042,                 2.5554,                0.87854,             0.00033737,             0.00033737,             0.00033737
                     30,                 2.4824,                  3.375,                 1.2158,                0.87776,                0.25577,                0.40532,                0.33615,                0.13194,                0.18868,                  0.299,                0.20756,                0.06887,                 2.4552,                 3.7042,                 2.5554,                0.87854,             0.00034464,             0.00034464,             0.00034464
                     31,                 2.5503,                 3.6819,                 1.2302,                0.89565,                0.27345,                0.45515,                 0.3831,                0.14685,                0.21158,                0.35216,                  0.243,                0.07759,                 2.4562,                 3.7187,                 2.4261,                  0.876,             0.00035157,             0.00035157,             0.00035157
                     32,                 2.5904,                 3.4915,                 1.2342,                0.88182,                0.27345,                0.45515,                 0.3831,                0.14685,                0.21158,                0.35216,                  0.243,                0.07759,                 2.4562,                 3.7187,                 2.4261,                  0.876,             0.00035817,             0.00035817,             0.00035817
                     33,                 2.4695,                 3.4339,                 1.2047,                0.87431,                 0.2902,                0.49169,                0.43001,                0.16965,                0.25098,                0.42525,                 0.3125,                0.10686,                 2.4392,                 3.7267,                 2.3114,                0.87999,             0.00036445,             0.00036445,             0.00036445
                     34,                 2.2809,                 3.1218,                 1.0985,                0.87774,                 0.2902,                0.49169,                0.43001,                0.16965,                0.25098,                0.42525,                 0.3125,                0.10686,                 2.4392,                 3.7267,                 2.3114,                0.87999,             0.00037039,             0.00037039,             0.00037039
                     35,                 2.5452,                  3.534,                 1.1989,                0.88414,                0.28684,                0.48505,                0.43973,                 0.1857,                0.27701,                0.46844,                0.36964,                 0.1288,                  2.419,                 3.5819,                  2.229,                 0.8822,               0.000376,               0.000376,               0.000376
                     36,                 2.9035,                 3.7786,                 1.3014,                0.90695,                0.28684,                0.48505,                0.43973,                 0.1857,                0.27701,                0.46844,                0.36964,                 0.1288,                  2.419,                 3.5819,                  2.229,                 0.8822,             0.00038128,             0.00038128,             0.00038128
                     37,                 2.4269,                 3.4523,                 1.1081,                0.87118,                0.28682,                0.49169,                0.45439,                0.19342,                0.31783,                0.54485,                0.45163,                0.16566,                 2.3864,                 3.3097,                 2.1528,                0.88206,             0.00038624,             0.00038624,             0.00038624
                     38,                 2.4386,                 3.4596,                 1.1659,                0.88654,                0.28682,                0.49169,                0.45439,                0.19342,                0.31783,                0.54485,                0.45163,                0.16566,                 2.3864,                 3.3097,                 2.1528,                0.88206,             0.00039086,             0.00039086,             0.00039086
                     39,                 2.4132,                  3.238,                 1.0935,                0.87412,                0.29693,                0.51495,                0.47778,                0.21742,                0.29885,                0.51827,                0.41549,                0.14672,                 2.2593,                 3.2496,                 2.0875,                0.86587,             0.00039515,             0.00039515,             0.00039515
                     40,                 2.1115,                 2.7257,                  1.082,                0.89157,                0.29693,                0.51495,                0.47778,                0.21742,                0.29885,                0.51827,                0.41549,                0.14672,                 2.2593,                 3.2496,                 2.0875,                0.86587,             0.00039911,             0.00039911,             0.00039911
                     41,                 2.6657,                 3.8525,                 1.1949,                 0.8929,                0.30228,                0.52824,                0.49532,                0.23755,                0.27567,                0.48173,                0.37303,                0.12518,                 2.1901,                 3.1636,                 2.0513,                0.85627,             0.00040275,             0.00040275,             0.00040275
                     42,                 2.7024,                 3.6989,                 1.1894,                0.87403,                0.30228,                0.52824,                0.49532,                0.23755,                0.27567,                0.48173,                0.37303,                0.12518,                 2.1901,                 3.1636,                 2.0513,                0.85627,             0.00040605,             0.00040605,             0.00040605
                     43,                 2.3592,                  3.247,                 1.0719,                0.87496,                0.30246,                0.53156,                 0.4979,                0.23808,                0.28166,                0.49502,                0.38839,                0.13152,                 2.1891,                 3.2581,                 1.9925,                0.85773,             0.00040902,             0.00040902,             0.00040902
                     44,                 2.3997,                 3.0958,                   1.07,                 0.8818,                0.30246,                0.53156,                 0.4979,                0.23808,                0.28166,                0.49502,                0.38839,                0.13152,                 2.1891,                 3.2581,                 1.9925,                0.85773,             0.00041166,             0.00041166,             0.00041166
                     45,                 2.2354,                  2.775,                 1.0648,                0.88991,                0.28996,                0.51827,                0.48332,                0.20939,                0.30855,                 0.5515,                0.44697,                0.17326,                 2.3133,                 3.8879,                 1.9286,                0.87629,             0.00041398,             0.00041398,             0.00041398
                     46,                 2.2962,                 3.1557,                 1.0538,                0.86729,                0.28996,                0.51827,                0.48332,                0.20939,                0.30855,                 0.5515,                0.44697,                0.17326,                 2.3133,                 3.8879,                 1.9286,                0.87629,             0.00041596,             0.00041596,             0.00041596
                     47,                 2.4097,                 3.6892,                 1.0901,                0.86877,                0.28782,                0.51827,                 0.4795,                0.19225,                0.32103,                0.57807,                0.47102,                0.19152,                 2.4158,                 3.7962,                  1.903,                0.89291,             0.00041761,             0.00041761,             0.00041761
                     48,                 2.1305,                 2.8845,                 1.0232,                0.86309,                0.28782,                0.51827,                 0.4795,                0.19225,                0.32103,                0.57807,                0.47102,                0.19152,                 2.4158,                 3.7962,                  1.903,                0.89291,             0.00041893,             0.00041893,             0.00041893
                     49,                  2.221,                 3.1221,                  1.074,                0.85572,                0.28131,                0.51495,                0.48526,                0.20266,                0.30672,                0.56146,                0.46844,                0.20585,                 2.3566,                 3.2933,                  1.905,                 0.8816,             0.00041992,             0.00041992,             0.00041992
                     50,                 2.1219,                 3.0634,                 1.0349,                 0.8652,                0.28131,                0.51495,                0.48526,                0.20266,                0.30672,                0.56146,                0.46844,                0.20585,                 2.3566,                 3.2933,                  1.905,                 0.8816,             0.00042059,             0.00042059,             0.00042059
                     51,                 2.2718,                  3.272,                 1.0737,                0.86947,                0.28933,                0.53156,                0.49445,                0.22492,                0.30018,                 0.5515,                0.46128,                0.19636,                 2.2458,                 3.1803,                 1.8914,                0.86426,             0.00042092,             0.00042092,             0.00042092
                     52,                 2.1726,                 3.0749,                 1.0263,                0.88344,                0.28933,                0.53156,                0.49445,                0.22492,                0.30018,                 0.5515,                0.46128,                0.19636,                 2.2458,                 3.1803,                 1.8914,                0.86426,             0.00042092,             0.00042092,             0.00042092
                     53,                  2.108,                 2.9971,                0.99097,                0.85364,                0.28933,                0.53156,                0.49445,                0.22492,                0.30018,                 0.5515,                0.46128,                0.19636,                 2.2458,                 3.1803,                 1.8914,                0.86426,             0.00042059,             0.00042059,             0.00042059
                     54,                 2.5045,                 3.5684,                 1.0975,                0.86237,                0.30948,                0.57475,                0.53896,                0.25686,                0.28801,                0.53488,                 0.4466,                0.17785,                 2.1117,                 3.2108,                 1.8527,                0.84852,             0.00041993,             0.00041993,             0.00041993
                     55,                 2.2634,                 2.9481,                 1.0257,                0.87143,                0.30948,                0.57475,                0.53896,                0.25686,                0.28801,                0.53488,                 0.4466,                0.17785,                 2.1117,                 3.2108,                 1.8527,                0.84852,             0.00041894,             0.00041894,             0.00041894
                     56,                 2.2494,                 2.9588,                 1.0225,                0.86419,                0.30948,                0.57475,                0.53896,                0.25686,                0.28801,                0.53488,                 0.4466,                0.17785,                 2.1117,                 3.2108,                 1.8527,                0.84852,             0.00041763,             0.00041763,             0.00041763
                     57,                 2.4216,                 3.5574,                 1.0675,                0.86908,                0.31071,                0.57807,                0.55772,                0.27547,                0.28393,                0.52824,                 0.4313,                0.15025,                 2.0794,                 3.0955,                 1.8254,                0.84092,             0.00041598,             0.00041598,             0.00041598
                     58,                 2.3726,                 2.9371,                 1.0356,                0.87947,                0.31071,                0.57807,                0.55772,                0.27547,                0.28393,                0.52824,                 0.4313,                0.15025,                 2.0794,                 3.0955,                 1.8254,                0.84092,               0.000414,               0.000414,               0.000414
                     59,                   2.35,                  2.904,                 1.0548,                0.88073,                0.31071,                0.57807,                0.55772,                0.27547,                0.28393,                0.52824,                 0.4313,                0.15025,                 2.0794,                 3.0955,                 1.8254,                0.84092,             0.00041169,             0.00041169,             0.00041169
                     60,                 2.3229,                 2.6912,                 1.0278,                0.87163,                 0.3101,                0.59136,                0.56648,                0.27685,                0.28049,                0.53488,                 0.4288,                0.15549,                 2.0852,                 3.0893,                 1.7765,                0.84118,             0.00040905,             0.00040905,             0.00040905
                     61,                 2.3148,                 2.9674,                 1.0345,                0.88694,                 0.3101,                0.59136,                0.56648,                0.27685,                0.28049,                0.53488,                 0.4288,                0.15549,                 2.0852,                 3.0893,                 1.7765,                0.84118,             0.00040608,             0.00040608,             0.00040608
                     62,                 2.2853,                  2.944,                 1.0025,                0.87562,                 0.3101,                0.59136,                0.56648,                0.27685,                0.28049,                0.53488,                 0.4288,                0.15549,                 2.0852,                 3.0893,                 1.7765,                0.84118,             0.00040278,             0.00040278,             0.00040278
                     63,                 2.2761,                 2.8708,                 1.0262,                0.87504,                0.29167,                0.55814,                0.52511,                0.25114,                0.29861,                0.57143,                0.46477,                0.18101,                 2.1909,                 3.1016,                 1.7104,                0.85508,             0.00039915,             0.00039915,             0.00039915
                     64,                 2.0811,                 2.7278,                 1.0383,                0.87562,                0.29167,                0.55814,                0.52511,                0.25114,                0.29861,                0.57143,                0.46477,                0.18101,                 2.1909,                 3.1016,                 1.7104,                0.85508,             0.00039519,             0.00039519,             0.00039519
                     65,                 2.2131,                 3.1205,                 1.0198,                 0.8774,                0.29167,                0.55814,                0.52511,                0.25114,                0.29861,                0.57143,                0.46477,                0.18101,                 2.1909,                 3.1016,                 1.7104,                0.85508,              0.0003909,              0.0003909,              0.0003909
                     66,                 2.2216,                 2.9503,                  0.994,                0.86146,                0.53664,                0.51163,                0.53622,                0.23857,                0.31227,                0.58804,                0.49709,                0.20643,                 2.2704,                 3.0935,                  1.644,                0.86301,             0.00038629,             0.00038629,             0.00038629
                     67,                 2.3282,                 3.0439,                 1.0128,                0.86535,                0.53664,                0.51163,                0.53622,                0.23857,                0.31227,                0.58804,                0.49709,                0.20643,                 2.2704,                 3.0935,                  1.644,                0.86301,             0.00038134,             0.00038134,             0.00038134
                     68,                 2.4431,                 3.3441,                 1.0545,                0.87465,                0.53664,                0.51163,                0.53622,                0.23857,                0.31227,                0.58804,                0.49709,                0.20643,                 2.2704,                 3.0935,                  1.644,                0.86301,             0.00037606,             0.00037606,             0.00037606
                     69,                 2.5242,                 3.4427,                 1.0704,                0.86948,                0.64631,                0.46844,                0.55048,                0.24906,                0.40541,                0.52159,                0.49162,                 0.1919,                 2.2156,                 2.9934,                 1.6044,                0.85787,             0.00037045,             0.00037045,             0.00037045
                     70,                 2.0297,                 2.8097,                0.92808,                0.85621,                0.64631,                0.46844,                0.55048,                0.24906,                0.40541,                0.52159,                0.49162,                 0.1919,                 2.2156,                 2.9934,                 1.6044,                0.85787,             0.00036451,             0.00036451,             0.00036451
                     71,                 2.0429,                 2.8027,                 0.9533,                0.85356,                0.64631,                0.46844,                0.55048,                0.24906,                0.40541,                0.52159,                0.49162,                 0.1919,                 2.2156,                 2.9934,                 1.6044,                0.85787,             0.00035824,             0.00035824,             0.00035824
                     72,                 2.5966,                 3.4008,                 1.0863,                0.87421,                0.67324,                0.48505,                0.58881,                0.27653,                0.41614,                0.48505,                0.46763,                0.17505,                 2.1049,                  2.925,                 1.5656,                0.84483,             0.00035164,             0.00035164,             0.00035164
                     73,                 2.0843,                  2.941,                0.95419,                0.86275,                0.67324,                0.48505,                0.58881,                0.27653,                0.41614,                0.48505,                0.46763,                0.17505,                 2.1049,                  2.925,                 1.5656,                0.84483,             0.00034471,             0.00034471,             0.00034471
                     74,                 2.2609,                 3.3035,                0.99753,                0.86031,                0.67324,                0.48505,                0.58881,                0.27653,                0.41614,                0.48505,                0.46763,                0.17505,                 2.1049,                  2.925,                 1.5656,                0.84483,             0.00033745,             0.00033745,             0.00033745
                     75,                 2.2973,                 3.1221,                 0.9813,                0.86159,                0.74947,                0.47176,                0.59765,                0.28329,                0.49276,                0.42525,                0.44655,                0.15489,                 2.0949,                 2.8957,                  1.527,                0.83971,             0.00032986,             0.00032986,             0.00032986
                     76,                 2.3997,                 3.4215,                 1.0429,                0.84146,                0.74947,                0.47176,                0.59765,                0.28329,                0.49276,                0.42525,                0.44655,                0.15489,                 2.0949,                 2.8957,                  1.527,                0.83971,             0.00032194,             0.00032194,             0.00032194
                     77,                 2.1374,                 2.8222,                0.96825,                0.86313,                0.74947,                0.47176,                0.59765,                0.28329,                0.49276,                0.42525,                0.44655,                0.15489,                 2.0949,                 2.8957,                  1.527,                0.83971,             0.00031369,             0.00031369,             0.00031369
                     78,                 2.0862,                 2.7278,                0.94512,                0.86364,                0.80376,                0.44518,                0.58922,                0.28944,                0.62169,                0.34219,                0.44119,                0.15457,                 2.0732,                 2.9239,                 1.4726,                0.83781,             0.00030511,             0.00030511,             0.00030511
                     79,                  2.159,                 3.0756,                0.96221,                0.84944,                0.80376,                0.44518,                0.58922,                0.28944,                0.62169,                0.34219,                0.44119,                0.15457,                 2.0732,                 2.9239,                 1.4726,                0.83781,              0.0002962,              0.0002962,              0.0002962
                     80,                 2.1747,                 3.1302,                0.95081,                0.85544,                0.80376,                0.44518,                0.58922,                0.28944,                0.62169,                0.34219,                0.44119,                0.15457,                 2.0732,                 2.9239,                 1.4726,                0.83781,             0.00028696,             0.00028696,             0.00028696
                     81,                 2.5016,                  3.548,                 1.0412,                0.85867,                0.81021,                0.43967,                0.59405,                0.29391,                0.64008,                0.35548,                0.45989,                0.15957,                 2.0451,                 2.9341,                 1.4256,                0.83552,             0.00027739,             0.00027739,             0.00027739
                     82,                 2.4503,                 3.4064,                 1.0106,                0.86277,                0.81021,                0.43967,                0.59405,                0.29391,                0.64008,                0.35548,                0.45989,                0.15957,                 2.0451,                 2.9341,                 1.4256,                0.83552,             0.00026749,             0.00026749,             0.00026749
                     83,                 2.1829,                 3.0379,                0.97726,                0.85627,                0.81021,                0.43967,                0.59405,                0.29391,                0.64008,                0.35548,                0.45989,                0.15957,                 2.0451,                 2.9341,                 1.4256,                0.83552,             0.00025726,             0.00025726,             0.00025726
                     84,                 2.1098,                 2.8972,                0.96163,                0.84389,                0.80519,                0.45183,                0.60318,                0.29919,                0.65941,                0.37307,                0.49003,                0.18716,                 2.0403,                 2.9136,                 1.3783,                0.83456,              0.0002467,              0.0002467,              0.0002467
                     85,                 2.4858,                 3.4451,                 1.0035,                0.85729,                0.80519,                0.45183,                0.60318,                0.29919,                0.65941,                0.37307,                0.49003,                0.18716,                 2.0403,                 2.9136,                 1.3783,                0.83456,             0.00023581,             0.00023581,             0.00023581
                     86,                 2.1375,                 2.8402,                0.96227,                0.86264,                0.80519,                0.45183,                0.60318,                0.29919,                0.65941,                0.37307,                0.49003,                0.18716,                 2.0403,                 2.9136,                 1.3783,                0.83456,             0.00022459,             0.00022459,             0.00022459
                     87,                 2.1978,                 2.9923,                0.93765,                0.85486,                0.80519,                0.45183,                0.60318,                0.29919,                0.65941,                0.37307,                0.49003,                0.18716,                 2.0403,                 2.9136,                 1.3783,                0.83456,             0.00021304,             0.00021304,             0.00021304
                     88,                  2.099,                 2.6923,                0.93748,                0.85853,                0.77931,                0.46179,                0.61029,                0.29559,                0.66774,                0.40199,                0.51359,                0.20325,                 2.0702,                 2.9554,                 1.3153,                0.83684,             0.00020116,             0.00020116,             0.00020116
                     89,                 1.9239,                 2.6243,                0.96843,                0.85311,                0.77931,                0.46179,                0.61029,                0.29559,                0.66774,                0.40199,                0.51359,                0.20325,                 2.0702,                 2.9554,                 1.3153,                0.83684,             0.00018894,             0.00018894,             0.00018894
                     90,                  2.178,                 2.8369,                0.94705,                0.86103,                0.77931,                0.46179,                0.61029,                0.29559,                0.66774,                0.40199,                0.51359,                0.20325,                 2.0702,                 2.9554,                 1.3153,                0.83684,              0.0001764,              0.0001764,              0.0001764
                     91,                 1.9458,                 2.6395,                0.87888,                0.86368,                0.77931,                0.46179,                0.61029,                0.29559,                0.66774,                0.40199,                0.51359,                0.20325,                 2.0702,                 2.9554,                 1.3153,                0.83684,             0.00016353,             0.00016353,             0.00016353
                     92,                 2.0021,                 2.5684,                0.90126,                0.84934,                0.78791,                0.45847,                0.60584,                0.28294,                0.70366,                 0.4181,                0.53054,                0.21976,                  2.118,                 3.0203,                  1.253,                0.84294,             0.00015033,             0.00015033,             0.00015033
                     93,                 1.9434,                 2.6165,                0.89314,                0.84649,                0.78791,                0.45847,                0.60584,                0.28294,                0.70366,                 0.4181,                0.53054,                0.21976,                  2.118,                 3.0203,                  1.253,                0.84294,              0.0001368,              0.0001368,              0.0001368
                     94,                 2.2436,                 2.9878,                 1.0178,                0.84524,                0.78791,                0.45847,                0.60584,                0.28294,                0.70366,                 0.4181,                0.53054,                0.21976,                  2.118,                 3.0203,                  1.253,                0.84294,             0.00012294,             0.00012294,             0.00012294
                     95,                 1.9126,                 2.5048,                0.88698,                0.85523,                0.78791,                0.45847,                0.60584,                0.28294,                0.70366,                 0.4181,                0.53054,                0.21976,                  2.118,                 3.0203,                  1.253,                0.84294,             0.00010875,             0.00010875,             0.00010875
                     96,                   1.81,                  2.453,                0.87277,                 0.8703,                0.76753,                0.45183,                0.58701,                0.27049,                0.66239,                 0.4186,                0.51953,                0.22429,                 2.1747,                 3.0653,                 1.1966,                0.84892,             9.4227e-05,             9.4227e-05,             9.4227e-05
                     97,                 1.8865,                 2.6398,                0.88371,                0.85064,                0.76753,                0.45183,                0.58701,                0.27049,                0.66239,                 0.4186,                0.51953,                0.22429,                 2.1747,                 3.0653,                 1.1966,                0.84892,             7.9376e-05,             7.9376e-05,             7.9376e-05
                     98,                 2.2101,                 3.0102,                 1.1172,                0.86311,                0.76753,                0.45183,                0.58701,                0.27049,                0.66239,                 0.4186,                0.51953,                0.22429,                 2.1747,                 3.0653,                 1.1966,                0.84892,             6.4195e-05,             6.4195e-05,             6.4195e-05
                     99,                 2.0587,                 2.7582,                0.93272,                0.84443,                0.76753,                0.45183,                0.58701,                0.27049,                0.66239,                 0.4186,                0.51953,                0.22429,                 2.1747,                 3.0653,                 1.1966,                0.84892,             4.8683e-05,             4.8683e-05,             4.8683e-05
                    100,                 2.2725,                 3.0339,                 1.1081,                0.84336,                0.74015,                0.46512,                 0.5891,                0.27077,                0.67399,                0.42525,                 0.5331,                0.22877,                 2.1815,                 3.0569,                 1.1404,                0.84892,             3.2842e-05,             3.2842e-05,             3.2842e-05
